t,block_id,price_da_eur_mwh,q_ch_mw,q_dis_mw,soc_mwh,g_imp_mw,g_exp_mw,p_da_net_mw,p_afrr_up_mw,p_afrr_down_mw,price_act_up_eur_mwh,price_act_down_eur_mwh,price_cap_up_eur_mw_h,price_cap_down_eur_mw_h,solver_status,solve_time_s,objective_value
60,,69.2,30.0,0.0,99.043397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
61,,60.0,0.0,30.0,67.793397,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
62,,58.86,0.0,30.0,36.543397,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
63,,60.86,0.0,30.0,5.2933973,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
64,,76.0,30.0,0.0,34.093397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
65,,79.0,0.0,27.648,5.2933973,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
66,,101.0,30.0,0.0,34.093397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
67,,114.6,30.0,0.0,62.893397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
68,,100.0,30.0,0.0,91.693397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
69,,73.23,9.2511995,0.0,100.57455,0.0,9.2511995,9.2511995,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
70,,67.41,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
71,,65.0,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
72,,58.12,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
73,,57.3,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
74,,50.46,0.0,1.4699054,99.043397,1.4699054,0.0,-1.4699054,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
75,,40.0,0.0,30.0,67.793397,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
76,,25.48,0.0,30.0,36.543397,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
77,,35.0,0.0,30.0,5.2933973,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
78,,57.73,0.0,0.0,5.2933973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
79,,72.65,0.0,0.0,5.2933973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
80,,85.02,7.65625,0.0,12.643397,0.0,7.65625,7.65625,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
81,,91.47,30.0,0.0,41.443397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
82,,94.2,30.0,0.0,70.243397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
83,,91.61,30.0,0.0,99.043397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
84,,90.03,0.0,30.0,67.793397,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
